BOTTLE,20020821WHPSIOSA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: Aug. 21, 2002
#original HYD file: a16chy.txt   Wed Aug 21 13:32:50 2002
#original SUM file: a16csu.txt   Sun Sep 16 23:17:58 2001
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UATM,,DEG_C,DEG C
   318MHYDROS4,  A16C,   327,  1,     32,     32,2,19890325,1104,-24.4000, -25.0017, 5711,   4787.0,   1.0073,  34.7409,2,  34.7410,2,    229.5,2,    99.59,2,    29.52,2,     0.00,2,     2.03,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.6144
   318MHYDROS4,  A16C,   327,  1,     33,     33,2,19890325,1104,-24.4000, -25.0017, 5711,   5046.3,   0.8689,  34.7249,2,  34.7260,2,    226.9,2,   106.34,2,    30.40,2,     0.00,2,     2.08,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.4503
   318MHYDROS4,  A16C,   327,  1,     34,     34,2,19890325,1104,-24.4000, -25.0017, 5711,   5326.5,   0.7859,  34.7134,2,  34.7140,2,    226.1,2,   110.93,2,    30.98,2,     0.00,2,     2.15,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.3366
   318MHYDROS4,  A16C,   327,  1,     35,     35,2,19890325,1104,-24.4000, -25.0017, 5711,   5639.0,   0.7482,  34.7058,2,  34.7050,2,    224.6,2,   113.28,2,    31.37,2,     0.00,2,     2.16,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.2617
   318MHYDROS4,  A16C,   327,  1,     36,     36,2,19890325,1104,-24.4000, -25.0017, 5711,   5824.1,   0.7538,  34.7041,2,  34.7040,2,    224.0,2,   114.65,2,    31.37,2,     0.00,2,     2.17,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.2437
   318MHYDROS4,  A16C,   328,  2,      1,      1,2,19890325,1835,-23.8133, -25.0000, 5266,      0.8,  27.5588,  37.0365,2,  37.0390,2,    201.2,2,     1.95,2,     0.00,2,     0.00,2,     0.10,2,    1.500,2,    0.805,2,   2069.8,2,    288.4,2,   20.00, 27.5586
   318MHYDROS4,  A16C,   328,  2,      2,      2,2,19890325,1835,-23.8133, -25.0000, 5266,     36.8,  27.3884,  37.0140,2,  36.9920,2,    204.6,2,     2.05,2,     0.00,2,     0.00,2,     0.09,2, -999.000,9, -999.000,9,   2062.8,2,    285.8,2,   20.00, 27.3798
   318MHYDROS4,  A16C,   328,  2,      3,      3,2,19890325,1835,-23.8133, -25.0000, 5266,     67.8,  22.7598,  36.6262,2,  36.6350,2,    228.4,2,     2.24,2,     0.00,2,     0.00,2,     0.10,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 22.7459
   318MHYDROS4,  A16C,   328,  2,     71,     71,2,19890325,1835,-23.8133, -25.0000, 5266,    108.8,  20.7637,  36.4303,2,  36.4180,2,    222.0,2,     2.25,2,     0.00,2,     0.00,2,     0.14,2,    1.896,2,    0.994,2,   2065.3,2,    324.5,2,   20.00, 20.7429
   318MHYDROS4,  A16C,   328,  2,      5,      5,2,19890325,1835,-23.8133, -25.0000, 5266,    159.9,  18.5917,  36.0191,2,  35.9880,2,    213.7,2,     2.25,2,     0.39,2,     0.06,2,     0.24,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 18.5634
   318MHYDROS4,  A16C,   328,  2,      6,      6,2,19890325,1835,-23.8133, -25.0000, 5266,    210.9,  16.3376,  35.6173,2,  35.6140,2,    209.6,2,     2.54,2,     3.03,2,     0.01,2,     0.42,2,    1.969,2,    1.017,2,   2088.6,2,   -999.9,9, -999.90, 16.3036
   318MHYDROS4,  A16C,   328,  2,      7,      7,2,19890325,1835,-23.8133, -25.0000, 5266,    312.9,  13.7558,  35.2644,2,  35.2560,2,    207.4,2,     3.91,2,     8.11,2,     0.00,2,     0.70,2,    1.838,2,    0.943,2,   -999.9,9,    487.2,2,   20.00, 13.7108
   318MHYDROS4,  A16C,   328,  2,      8,      8,2,19890325,1835,-23.8133, -25.0000, 5266,    415.2,  11.7736,  35.0188,2,  35.0130,2,    199.1,2,     5.96,2,    13.58,2,     0.00,2,     1.02,2,    1.479,2,    0.748,2,   2118.5,2,    583.3,2,   20.00, 11.7196
   318MHYDROS4,  A16C,   328,  2,      9,      9,2,19890325,1835,-23.8133, -25.0000, 5266,    517.3,   9.2404,  34.7293,2,  34.7360,2,    188.2,2,    10.95,2,    20.82,2,     0.00,2,     1.46,2,    0.990,2,    0.502,2,   2146.8,2,    730.0,2,   20.00,  9.1824
   318MHYDROS4,  A16C,   328,  2,     10,     10,2,19890325,1835,-23.8133, -25.0000, 5266,    619.2,   7.2585,  34.5392,2,  34.5420,2,    191.6,2,    15.93,2,    25.32,2,     0.00,2,     1.76,2,    0.749,2,    0.374,2,   2165.2,2,    825.6,2,   20.00,  7.1980
   318MHYDROS4,  A16C,   328,  2,     11,     11,2,19890325,1835,-23.8133, -25.0000, 5266,    721.6,   5.4627,  34.4070,2,  34.4110,2,    194.1,2,    23.17,2,    29.23,2,     0.00,2,     2.02,2,    0.424,2,    0.222,2,   2185.0,2,    918.6,2,   20.00,  5.4016
   318MHYDROS4,  A16C,   328,  2,     12,     12,2,19890325,1835,-23.8133, -25.0000, 5266,    823.5,   4.4961,  34.3662,2,  34.3670,2,    198.1,2,    30.11,2,    30.99,2,     0.00,2,     2.15,2,    0.326,2,    0.177,2,   2194.4,2,    974.2,2,   20.00,  4.4319
   318MHYDROS4,  A16C,   328,  2,     13,     13,2,19890325,1835,-23.8133, -25.0000, 5266,    924.5,   3.9300,  34.3987,2,  34.3980,2,    189.6,2,    37.54,2,    32.26,2,     0.00,2,     2.24,2,    0.139,2,    0.078,2,   2209.0,2,   1026.2,2,   20.00,  3.8612
   318MHYDROS4,  A16C,   328,  2,     14,     14,2,19890325,1835,-23.8133, -25.0000, 5266,   1025.2,   3.5614,  34.4497,2,  34.4500,2,    186.6,2,    43.50,2,    32.55,2,     0.00,2,     2.26,2,    0.054,2,    0.037,2,   2216.0,2,   1055.9,2,   20.00,  3.4872
   318MHYDROS4,  A16C,   328,  2,     15,     15,2,19890325,1835,-23.8133, -25.0000, 5266,   1229.6,   3.1980,  34.5908,2,  34.5900,2,    188.3,2,    49.75,2,    31.08,2,     0.00,2,     2.16,2,    0.010,2,    0.011,2,   2222.1,2,   1024.0,2,   20.00,  3.1102
   318MHYDROS4,  A16C,   328,  2,     16,     16,2,19890325,1835,-23.8133, -25.0000, 5266,   1435.9,   3.1187,  34.7197,2,  34.7190,2,    200.4,2,    47.21,2,    28.34,2,     0.00,2,     1.95,2, -999.000,5, -999.000,5,   -999.9,9,   -999.9,9, -999.90,  3.0145
   318MHYDROS4,  A16C,   328,  2,     17,     17,2,19890325,1835,-23.8133, -25.0000, 5266,   1643.5,   3.1047,  34.8156,2,  34.8160,2,    219.1,2,    41.05,2,    25.21,2,     0.00,2,     1.73,2,    0.002,2,    0.000,2,   2200.2,2,    778.6,2,   20.00,  2.9828
   318MHYDROS4,  A16C,   328,  2,     18,     18,2,19890325,1835,-23.8133, -25.0000, 5266,   1850.9,   3.1682,  34.8948,2,  34.8960,2,    239.0,2,    32.45,2,    22.09,2,     0.00,2,     1.50,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0269
   318MHYDROS4,  A16C,   328,  2,     19,     19,2,19890325,1835,-23.8133, -25.0000, 5266,   2058.0,   3.1500,  34.9271,2,  34.9280,2,    248.8,2,    27.56,2,    20.62,2,     0.00,2,     1.40,2,    0.001,2,    0.000,2,   2173.7,2,    749.7,2,   20.00,  2.9899
   318MHYDROS4,  A16C,   328,  2,     20,     20,2,19890325,1835,-23.8133, -25.0000, 5266,   2264.5,   3.0286,  34.9319,2,  34.9340,2,    251.7,2,    27.95,2,    20.23,2,     0.00,2,     1.37,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.8510
   318MHYDROS4,  A16C,   328,  2,     21,     21,2,19890325,1835,-23.8133, -25.0000, 5266,   2471.4,   2.9354,  34.9282,2,  34.9280,2,    252.0,2,    29.22,2,    20.23,2,     0.00,2,     1.37,2,    0.002,2,   -0.002,2,   2174.6,2,    742.9,2,   20.00,  2.7395
   318MHYDROS4,  A16C,   328,  2,     22,     22,2,19890325,1835,-23.8133, -25.0000, 5266,   2678.3,   2.8360,  34.9227,2,  34.9230,2,    252.6,2,    30.88,2,    20.33,2,     0.00,2,     1.38,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.6216
   318MHYDROS4,  A16C,   328,  2,     23,     23,2,19890325,1835,-23.8133, -25.0000, 5266,   2885.1,   2.7522,  34.9177,2,  34.9180,2,    252.5,2,    32.64,2,    20.52,2,     0.00,2,     1.39,2,    0.005,2,    0.003,2,   2180.1,2,    742.4,2,   20.00,  2.5187
   318MHYDROS4,  A16C,   328,  2,     24,     24,2,19890325,1835,-23.8133, -25.0000, 5266,   3091.6,   2.6544,  34.9094,2,  34.9100,2,    252.2,2,    35.47,2,    20.91,2,     0.00,2,     1.42,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.4018
   318MHYDROS4,  A16C,   328,  2,     25,     25,2,19890325,1835,-23.8133, -25.0000, 5266,   3298.2,   2.5167,  34.8982,2,  34.8990,2,    251.0,2,    40.75,2,    21.30,2,     0.00,2,     1.46,2,    0.003,2,    0.000,2,   2186.1,2,    759.8,2,   20.00,  2.2456
   318MHYDROS4,  A16C,   328,  2,     26,     26,2,19890325,1835,-23.8133, -25.0000, 5266,   3505.2,   2.2964,  34.8771,2,  34.8770,2,    248.8,2,    49.35,2,    22.38,2,     0.00,2,     1.53,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.0087
   318MHYDROS4,  A16C,   328,  2,     27,     27,2,19890325,1835,-23.8133, -25.0000, 5266,   3711.7,   2.0396,  34.8512,2,  34.8520,2,    245.1,2,    59.13,2,    23.65,2,     0.00,2,     1.62,2,    0.002,2,    0.000,2,   2199.3,2,    804.3,2,   20.00,  1.7363
   318MHYDROS4,  A16C,   328,  2,     28,     28,2,19890325,1835,-23.8133, -25.0000, 5266,   3917.5,   1.7243,  34.8186,2,  34.8190,2,    239.6,2,    71.15,2,    25.41,2,     0.00,2,     1.75,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  1.4073
   318MHYDROS4,  A16C,   328,  2,     29,     29,2,19890325,1835,-23.8133, -25.0000, 5266,   4124.6,   1.4751,  34.7927,2,  34.7940,2,    236.2,2,    80.43,2,    26.58,2,     0.00,2,     1.84,2,    0.003,2,    0.005,2,   2225.1,2,    873.1,2,   20.00,  1.1425
   318MHYDROS4,  A16C,   328,  2,     30,     30,2,19890325,1835,-23.8133, -25.0000, 5266,   4329.8,   1.2630,  34.7701,2,  34.7700,2,    232.8,2,    89.82,2,    27.76,2,     0.00,2,     1.92,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.9140
   318MHYDROS4,  A16C,   328,  2,     31,     31,2,19890325,1835,-23.8133, -25.0000, 5266,   4536.4,   1.1006,  34.7539,2,  34.7540,2,    231.0,2,    96.27,2,    28.64,2,     0.00,2,     1.97,2,    0.004,2,    0.000,2,   2235.5,2,    930.0,2,   20.00,  0.7335
   318MHYDROS4,  A16C,   328,  2,     32,     32,2,19890325,1835,-23.8133, -25.0000, 5266,   4742.4,   0.9830,  34.7397,2,  34.7390,2,    228.5,2,   101.35,2,    29.32,2,     0.00,2,     2.02,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.5961
   318MHYDROS4,  A16C,   328,  2,     33,     33,2,19890325,1835,-23.8133, -25.0000, 5266,   4950.6,   0.8588,  34.7254,2,  34.7280,2,    226.6,2,   106.63,2,    30.01,2,     0.00,2,     2.08,2,    0.004,2,    0.006,2,   2237.5,2,    954.3,2,   20.00,  0.4519
   318MHYDROS4,  A16C,   328,  2,     34,     34,2,19890325,1835,-23.8133, -25.0000, 5266,   5162.9,   0.7759,  34.7153,2,  34.7140,2,    226.2,2,   110.84,2,    30.59,2,     0.00,2,     2.12,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.3467
   318MHYDROS4,  A16C,   328,  2,     35,     35,2,19890325,1835,-23.8133, -25.0000, 5266,   5377.4,   0.7421,  34.7092,2,  34.7100,2,    225.2,2,   112.89,2,    30.98,2,     0.00,2,     2.15,2,    0.004,2,    0.006,2,   2255.7,2,    979.9,2,   20.00,  0.2882
   318MHYDROS4,  A16C,   328,  2,     36,     36,2,19890325,1835,-23.8133, -25.0000, 5266,   5662.1,   0.5905,  34.6914,2,  34.6930,2,    222.7,2,   121.59,2,    31.86,2,     0.00,2,     2.23,2,    0.013,2,    0.011,2,   2259.8,2,   1021.2,2,   20.00,  0.1072
   318MHYDROS4,  A16C,   329,  1,      1,      1,2,19890326,0112,-23.2383, -25.0133, 5266,      0.7,  27.4770,  37.1020,2,  37.1048,2,    204.5,2,     1.56,2,     0.00,2,     0.00,2,     0.14,2, -999.000,9, -999.000,9,   2063.8,2,    279.1,2,   20.00, 27.4768
   318MHYDROS4,  A16C,   329,  1,      2,      2,2,19890326,0112,-23.2383, -25.0133, 5266,     38.6,  27.2920,  37.0751,2,  37.0902,2,    206.2,2,     1.95,2,     0.00,2,     0.00,2,     0.14,2, -999.000,9, -999.000,9,   2068.4,2,   -999.9,9, -999.90, 27.2830
   318MHYDROS4,  A16C,   329,  1,      3,      3,2,19890326,0112,-23.2383, -25.0133, 5266,     69.7,  23.5671,  36.7172,2,  36.7259,2,    231.3,2,     2.34,2,     0.00,2,     0.00,2,     0.11,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 23.5525
   318MHYDROS4,  A16C,   329,  1,     71,     71,2,19890326,0112,-23.2383, -25.0133, 5266,    110.6,  21.5573,  36.5573,2,  36.5491,2,    224.7,2,     2.34,2,     0.00,2,     0.00,2,     0.13,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 21.5356
   318MHYDROS4,  A16C,   329,  1,      5,      5,2,19890326,0112,-23.2383, -25.0133, 5266,    162.0,  19.8726,  36.2670,2,  36.2556,2,    215.1,2,     2.34,2,     0.00,2,     0.07,2,     0.18,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 19.8426
   318MHYDROS4,  A16C,   329,  1,      6,      6,2,19890326,0112,-23.2383, -25.0133, 5266,    212.6,  17.3043,  35.7953,2,  35.7947,2,    206.7,2,     2.54,2,     1.95,2,     0.01,2,     0.35,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 17.2686
   318MHYDROS4,  A16C,   329,  1,      7,      7,2,19890326,0112,-23.2383, -25.0133, 5266,    314.7,  13.7226,  35.2538,2,  35.2535,2,    205.8,2,     3.91,2,     8.30,2,     0.00,2,     0.71,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 13.6775
   318MHYDROS4,  A16C,   329,  1,      8,      8,2,19890326,0112,-23.2383, -25.0133, 5266,    416.5,  11.3697,  34.9702,2,  34.9681,2,    194.4,2,     6.65,2,    15.05,2,     0.00,2,     1.11,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 11.3168
   318MHYDROS4,  A16C,   329,  1,      9,      9,2,19890326,0112,-23.2383, -25.0133, 5266,    518.8,   9.1280,  34.7226,2,  34.7199,2,    185.7,2,    11.34,2,    21.60,2,     0.00,2,     1.51,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  9.0703
   318MHYDROS4,  A16C,   329,  1,     10,     10,2,19890326,0112,-23.2383, -25.0133, 5266,    620.8,   6.7125,  34.4982,2,  34.4992,2,    188.7,2,    17.99,2,    26.98,2,     0.00,2,     1.86,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  6.6544
   318MHYDROS4,  A16C,   329,  1,     11,     11,2,19890326,0112,-23.2383, -25.0133, 5266,    723.0,   5.4014,  34.4088,2,  34.4107,2,    192.2,2,    23.66,2,    29.72,2,     0.00,2,     2.03,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  5.3405
   318MHYDROS4,  A16C,   329,  1,     12,     12,2,19890326,0112,-23.2383, -25.0133, 5266,    824.8,   4.4351,  34.3978,2,  34.3970,2,    183.9,2,    32.07,2,    32.26,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  4.3712
   318MHYDROS4,  A16C,   329,  1,     13,     13,2,19890326,0112,-23.2383, -25.0133, 5266,    926.9,   3.9854,  34.4291,2,-999.0000,9,    180.8,2,    37.83,2,    32.85,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.9160
   318MHYDROS4,  A16C,   329,  1,     14,     14,2,19890326,0112,-23.2383, -25.0133, 5266,   1029.3,   3.5088,  34.4628,2,-999.0000,9,    185.6,2,    44.09,2,    32.65,2,     0.00,2,     2.26,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.4347
   318MHYDROS4,  A16C,   329,  1,     15,     15,2,19890326,0112,-23.2383, -25.0133, 5266,   1131.9,   3.2420,  34.5213,2,-999.0000,9,    186.5,2,    49.56,2,    32.26,2,     0.00,2,     2.24,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.1618
   318MHYDROS4,  A16C,   329,  1,     16,     16,2,19890326,0112,-23.2383, -25.0133, 5266,   1234.3,   3.1311,  34.5887,2,-999.0000,9,    188.2,2,    51.42,2,    31.48,2,     0.00,2,     2.18,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0436
   318MHYDROS4,  A16C,   329,  1,     17,     17,2,19890326,0112,-23.2383, -25.0133, 5266,   1337.2,   3.1411,  34.6645,2,-999.0000,9,    193.4,2,    50.24,2,    30.01,2,     0.00,2,     2.07,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0450
   318MHYDROS4,  A16C,   329,  1,     18,     18,2,19890326,0112,-23.2383, -25.0133, 5266,   1440.1,   3.1471,  34.7324,2,-999.0000,9,    202.1,2,    47.11,2,    28.25,2,     0.00,2,     1.94,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0422
   318MHYDROS4,  A16C,   329,  1,     19,     19,2,19890326,0112,-23.2383, -25.0133, 5266,   1645.9,   3.1191,  34.8250,2,-999.0000,9,    220.7,2,    41.05,2,    25.21,2,     0.00,2,     1.72,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.9968
   318MHYDROS4,  A16C,   329,  1,     20,     20,2,19890326,0112,-23.2383, -25.0133, 5266,   1851.9,   3.1991,  34.8942,2,-999.0000,9,    237.7,2,    32.45,2,    22.38,2,     0.00,2,     1.51,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0572
   318MHYDROS4,  A16C,   329,  1,     21,     21,2,19890326,0112,-23.2383, -25.0133, 5266,   2058.6,   3.1991,  34.9321,2,-999.0000,9,    249.8,2,    27.07,2,    20.62,2,     0.00,2,     1.39,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  3.0381
   318MHYDROS4,  A16C,   329,  1,     22,     22,2,19890326,0112,-23.2383, -25.0133, 5266,   2264.7,   3.0881,  34.9355,2,-999.0000,9,    252.0,2,    27.56,2,    20.33,2,     0.00,2,     1.37,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.9095
   318MHYDROS4,  A16C,   329,  1,     23,     23,2,19890326,0112,-23.2383, -25.0133, 5266,   2471.3,   2.9942,  34.9318,2,-999.0000,9,    252.4,2,    28.93,2,    20.33,2,     0.00,2,     1.38,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.7972
   318MHYDROS4,  A16C,   329,  1,     24,     24,2,19890326,0112,-23.2383, -25.0133, 5266,   2678.6,   2.8863,  34.9255,2,-999.0000,9,    252.4,2,    31.08,2,    20.52,2,     0.00,2,     1.38,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.6709
   318MHYDROS4,  A16C,   329,  1,     25,     25,2,19890326,0112,-23.2383, -25.0133, 5266,   2886.2,   2.7714,  34.9203,2,-999.0000,9,    252.4,2,    33.03,2,    20.62,2,     0.00,2,     1.39,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.5374
   318MHYDROS4,  A16C,   329,  1,     26,     26,2,19890326,0112,-23.2383, -25.0133, 5266,   3093.9,   2.6865,  34.9144,2,-999.0000,9,    253.3,2,    34.30,2,    20.62,2,     0.00,2,     1.40,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.4329
   318MHYDROS4,  A16C,   329,  1,     27,     27,2,19890326,0112,-23.2383, -25.0133, 5266,   3301.7,   2.5566,  34.9041,2,-999.0000,9,    253.3,2,    37.43,2,    20.82,2,     0.00,2,     1.42,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.2841
   318MHYDROS4,  A16C,   329,  1,     28,     28,2,19890326,0112,-23.2383, -25.0133, 5266,   3509.3,   2.3847,  34.8887,2,-999.0000,9,    252.0,2,    43.20,2,    21.50,2,     0.00,2,     1.46,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  2.0943
   318MHYDROS4,  A16C,   329,  1,     29,     29,2,19890326,0112,-23.2383, -25.0133, 5266,   3717.2,   2.0460,  34.8565,2,-999.0000,9,    247.2,2,    55.80,2,    23.26,2,     0.00,2,     1.58,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  1.7419
   318MHYDROS4,  A16C,   329,  1,     30,     30,2,19890326,0112,-23.2383, -25.0133, 5266,   3925.2,   1.7562,  34.8260,2,-999.0000,9,    242.4,2,    68.22,2,    24.92,2,     0.00,2,     1.71,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  1.4375
   318MHYDROS4,  A16C,   329,  1,     31,     31,2,19890326,0112,-23.2383, -25.0133, 5266,   4133.3,   1.5104,  34.7980,2,-999.0000,9,    237.7,2,    78.97,2,    26.39,2,     0.00,2,     1.82,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  1.1759
   318MHYDROS4,  A16C,   329,  1,     32,     32,2,19890326,0112,-23.2383, -25.0133, 5266,   4341.5,   1.3166,  34.7772,2,-999.0000,9,    234.2,2,    87.47,2,    27.56,2,     0.00,2,     1.90,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.9647
   318MHYDROS4,  A16C,   329,  1,     33,     33,2,19890326,0112,-23.2383, -25.0133, 5266,   4549.9,   1.1158,  34.7544,2,-999.0000,9,    231.6,2,    96.37,2,    28.73,2,     0.00,2,     1.99,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.7466
   318MHYDROS4,  A16C,   329,  1,     34,     34,2,19890326,0112,-23.2383, -25.0133, 5266,   4758.4,   0.9399,  34.7351,2,-999.0000,9,    228.5,2,   104.38,2,    29.71,2,     0.00,2,     2.05,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.5526
   318MHYDROS4,  A16C,   329,  1,     35,     35,2,19890326,0112,-23.2383, -25.0133, 5266,   4967.0,   0.7911,  34.7199,2,-999.0000,9,    225.9,2,   110.54,2,    30.59,2,     0.00,2,     2.12,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.3846
   318MHYDROS4,  A16C,   329,  1,     36,     36,2,19890326,0112,-23.2383, -25.0133, 5266,   5134.5,   0.7651,  34.7148,2,-999.0000,9,    225.5,2,   112.20,2,    30.79,2,     0.00,2,     2.14,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90,  0.3397
   318MHYDROS4,  A16C,   330,  1,      1,      1,2,19890326,0758,-22.6417, -25.0067, 5023,      1.4,  27.5106,  37.0980,2,  37.1040,2,    205.4,2,     1.76,2,     0.00,2,     0.00,2,     0.13,2,    1.489,2,    0.791,2,   2065.3,2,    278.8,2,   20.00, 27.5103
   318MHYDROS4,  A16C,   330,  1,      2,      2,2,19890326,0758,-22.6417, -25.0067, 5023,     36.8,  27.3508,  37.0679,2,  37.0310,2,    212.8,2,     1.95,2,     0.00,2,     0.00,2,     0.11,2, -999.000,9, -999.000,9,   2065.0,2,    279.8,2,   20.00, 27.3422
   318MHYDROS4,  A16C,   330,  1,      3,      3,2,19890326,0758,-22.6417, -25.0067, 5023,     67.4,  23.2253,  36.7239,2,  36.7250,2,    230.0,2,     2.34,2,     0.00,2,     0.00,2,     0.12,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 23.2114
   318MHYDROS4,  A16C,   330,  1,     71,     71,2,19890326,0758,-22.6417, -25.0067, 5023,    108.7,  21.6294,  36.6113,2,  36.6130,2,    220.8,2,     2.24,2,     0.00,2,     0.00,2,     0.14,2,    1.834,2,    0.935,2,   2067.7,2,   -999.9,9, -999.90, 21.6080
   318MHYDROS4,  A16C,   330,  1,      5,      5,2,19890326,0758,-22.6417, -25.0067, 5023,    159.8,  20.0405,  36.3210,2,  36.3070,2,    211.6,2,     2.25,2,     0.00,2,     0.12,2,     0.20,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 20.0107
   318MHYDROS4,  A16C,   330,  1,      6,      6,2,19890326,0758,-22.6417, -25.0067, 5023,    210.9,  16.7751,  35.6925,2,  35.6640,2,    208.5,2,     2.83,2,     2.93,2,     0.01,2,     0.40,2,    1.927,2,    1.007,2,   2084.0,2,   -999.9,9, -999.90, 16.7404
   318MHYDROS4,  A16C,   330,  1,      7,      7,2,19890326,0758,-22.6417, -25.0067, 5023,    261.9,  14.7433,  35.3779,2,  35.3690,2,    208.0,2,     3.42,2,     6.15,2,     0.01,2,     0.58,2, -999.000,9, -999.000,9,   -999.9,9,   -999.9,9, -999.90, 14.7039
   318MHYDROS4,  A16C,   330,  1,      8,      8,2,19890326,0758,-22.6417, -25.0067, 5023,    313.0,  13.5135,  35.2189,2,  35.2220,2,    205.4,2,     4.20,2,     8.89,2,     0.01,2,     0.72,2,    1.819,2,    0.928,2,   2098.7,2,   -999.9,9, -999.90, 13.4691
   318MHYDROS4,  A16C,   330,  1,      9,      9,2,19890326,0758,-22.6417, -25.0067, 5023,    414.9,  11.4230,  34.9710,2,  34.9700,2,    194.9,2,     6.74,2,    14.95,2,     0.01,2,     1.07,2,    1.377,2,    0.687,2,   2122.0,2,   -999.9,9, -999.90, 11.3701
