BOTTLE,20010917WHPSIOSCD
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20010917
#original HYD file: a16shy.txt   Mon Sep 17 08:37:13 2001
#original SUM file: a16ssu.txt   Mon Sep 17 08:37:13 2001
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,DEG C
     318MSAVE5,  A16S,   253,  1,     14,     14,2,19890207,0617,-40.0917, -27.4967, 4254,    699.7,   4.5516,  34.2356,2,  34.2360,2,    256.1,2,    15.74,2,    26.59,2,     0.00,2,     1.77,2,    2.265,2,    1.068,2,  4.4976
     318MSAVE5,  A16S,   253,  1,     15,     15,2,19890207,0617,-40.0917, -27.4967, 4254,    794.5,   4.0678,  34.2246,2,  34.2240,2,    255.6,2,    19.65,2,    27.77,2,     0.00,2,     1.86,2,    1.992,2,    0.965,2,  4.0088
     318MSAVE5,  A16S,   253,  1,     16,     16,2,19890207,0617,-40.0917, -27.4967, 4254,    897.1,   3.6105,  34.2271,2,  34.2270,2,    249.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    1.797,2,    0.837,2,  3.5465
     318MSAVE5,  A16S,   253,  1,     17,     17,2,19890207,0617,-40.0917, -27.4967, 4254,    998.7,   3.2298,  34.2468,2,  34.2460,2,    238.7,2,    31.78,2,    30.80,2,     0.00,2,     2.05,2,    1.547,2,    0.715,2,  3.1607
     318MSAVE5,  A16S,   253,  1,     18,     18,2,19890207,0617,-40.0917, -27.4967, 4254,   1097.6,   3.0322,  34.2857,2,  34.2840,2,    225.2,2,    38.62,2,    31.87,2,     0.00,2,     2.12,2,    1.079,3,    0.492,2,  2.9570
     318MSAVE5,  A16S,   253,  1,     19,     19,2,19890207,0617,-40.0917, -27.4967, 4254,   1208.1,   2.8773,  34.3488,2,  34.3480,2,    210.4,2,    46.44,2,    33.14,2,     0.00,2,     2.21,2,    0.686,2,    0.318,2,  2.7948
     318MSAVE5,  A16S,   253,  1,     20,     20,2,19890207,0617,-40.0917, -27.4967, 4254,   1296.5,   2.8302,  34.3979,2,  34.3980,2,    198.2,2,    52.30,2,    33.63,2,     0.00,2,     2.25,2,    0.453,2,    0.204,2,  2.7412
     318MSAVE5,  A16S,   253,  1,     21,     21,2,19890207,0617,-40.0917, -27.4967, 4254,   1398.5,   2.7751,  34.4566,2,  34.4570,2,    189.5,2,    58.07,2,    33.92,2,     0.00,2,     2.26,2,    0.242,2,    0.103,2,  2.6783
     318MSAVE5,  A16S,   253,  1,     22,     22,2,19890207,0617,-40.0917, -27.4967, 4254,   1596.6,   2.7574,  34.5652,2,  34.5660,2,    183.0,2,    62.85,2,    33.14,2,     0.00,2,     2.22,2,    0.097,2,    0.039,2,  2.6444
     318MSAVE5,  A16S,   253,  1,     23,     23,2,19890207,0617,-40.0917, -27.4967, 4254,   1797.2,   2.8008,  34.6563,2,  34.6570,2,    187.3,2,    61.87,2,    31.47,2,     0.00,2,     2.12,2, -999.000,9, -999.000,9,  2.6700
     318MSAVE5,  A16S,   253,  1,     24,     24,2,19890207,0617,-40.0917, -27.4967, 4254,   1999.9,   2.8526,  34.7359,2,  34.7360,2,    196.4,2,    58.94,2,    29.42,2,     0.00,2,     1.98,2,    0.021,2,    0.004,2,  2.7030
     318MSAVE5,  A16S,   253,  1,     25,     25,2,19890207,0617,-40.0917, -27.4967, 4254,   2196.4,   2.8845,  34.7936,2,  34.7950,2,    208.6,2,    54.44,2,    27.37,2,     0.00,2,     1.83,2, -999.000,9, -999.000,9,  2.7162
     318MSAVE5,  A16S,   253,  1,     26,     26,2,19890207,0617,-40.0917, -27.4967, 4254,   2396.7,   2.8475,  34.8354,2,  34.8360,2,    219.0,2,    51.41,2,    25.61,2,     0.00,2,     1.71,2,    0.005,2, -999.000,5,  2.6608
     318MSAVE5,  A16S,   253,  1,     27,     27,2,19890207,0617,-40.0917, -27.4967, 4254,   2599.7,   2.7489,  34.8519,2,  34.8530,2,    225.5,2,    50.62,2,    24.82,2,     0.00,2,     1.64,2, -999.000,9, -999.000,9,  2.5443
     318MSAVE5,  A16S,   253,  1,     28,     28,2,19890207,0617,-40.0917, -27.4967, 4254,   2798.8,   2.5591,  34.8453,2,  34.8460,2,    225.5,2,    55.71,2,    25.02,2,     0.00,2,     1.66,2,    0.007,2,   -0.003,2,  2.3386
     318MSAVE5,  A16S,   253,  1,     29,     29,2,19890207,0617,-40.0917, -27.4967, 4254,   2995.3,   2.3754,  34.8372,2,  34.8360,2,    225.9,2,    60.30,2,    25.51,2,     0.00,2,     1.68,2, -999.000,9, -999.000,9,  2.1391
     318MSAVE5,  A16S,   253,  1,     30,     30,2,19890207,0617,-40.0917, -27.4967, 4254,   3197.3,   1.9684,  34.7909,2,  34.7910,2,    214.6,2,    79.36,2,    28.05,2,     0.00,2,     1.87,2,    0.015,2,    0.002,2,  1.7210
     318MSAVE5,  A16S,   253,  1,     31,     31,2,19890207,0617,-40.0917, -27.4967, 4254,   3397.0,   1.7436,  34.7826,2,  34.7840,2,    217.7,2,    84.93,2,    28.25,2,     0.00,2,     1.88,2, -999.000,9, -999.000,9,  1.4814
     318MSAVE5,  A16S,   253,  1,     32,     32,2,19890207,0617,-40.0917, -27.4967, 4254,   3601.2,   1.4199,  34.7571,2,  34.7570,2,    216.4,2,    95.88,2,    29.52,2,     0.00,2,     1.96,2,    0.017,2,    0.002,2,  1.1450
     318MSAVE5,  A16S,   253,  1,     33,     33,2,19890207,0617,-40.0917, -27.4967, 4254,   3799.5,   1.1086,  34.7301,2,  34.7300,2,    214.2,2,   107.12,2,    30.89,2,     0.00,2,     2.05,2, -999.000,9, -999.000,9,  0.8216
     318MSAVE5,  A16S,   253,  1,     34,     34,2,19890207,0617,-40.0917, -27.4967, 4254,   4000.6,   0.8400,  34.7097,2,  34.7090,2,    214.2,2,   114.36,2,    31.77,2,     0.00,2,     2.13,2,    0.023,2,    0.005,2,  0.5396
     318MSAVE5,  A16S,   253,  1,     35,     35,2,19890207,0617,-40.0917, -27.4967, 4254,   4198.1,   0.5673,  34.6902,2,  34.6900,2,    216.4,2,   122.37,2,    32.65,2,     0.00,2,     2.18,2,    0.044,2,    0.017,2,  0.2540
     318MSAVE5,  A16S,   253,  1,     36,     36,2,19890207,0617,-40.0917, -27.4967, 4254,   4322.7,   0.4145,  34.6809,2,-999.0000,9,    217.2,2,   126.38,2,    33.04,2,     0.00,2,     2.21,2,    0.062,2,    0.027,2,  0.0927
     318MSAVE5,  A16S,   254,  1,      1,      1,2,19890207,2103,-40.5633, -27.7567, 4309,      6.7,  17.0650,  35.1296,2,  35.1320,2,    243.4,2,     1.37,2,     0.00,2,  -999.00,9,     0.17,2, -999.000,9, -999.000,9, 17.0639
     318MSAVE5,  A16S,   254,  1,      2,      2,2,19890207,2103,-40.5633, -27.7567, 4309,     18.9,  17.0750,  35.1298,2,  35.1290,2,    243.9,2,     1.56,2,     0.00,2,     0.00,2,     0.16,2, -999.000,9, -999.000,9, 17.0719
     318MSAVE5,  A16S,   254,  1,      3,      3,2,19890207,2103,-40.5633, -27.7567, 4309,     47.8,  15.5771,  35.2826,2,  35.2780,2,    251.3,2,     1.56,2,     0.00,2,     0.07,2,     0.19,2, -999.000,9, -999.000,9, 15.5697
     318MSAVE5,  A16S,   254,  1,     71,     71,2,19890207,2103,-40.5633, -27.7567, 4309,     98.7,  13.9635,  35.4535,2,  35.4530,2,    230.7,2,     3.32,2,     5.67,2,     0.05,2,     0.50,2, -999.000,9, -999.000,9, 13.9493
     318MSAVE5,  A16S,   254,  1,      5,      5,2,19890207,2103,-40.5633, -27.7567, 4309,    147.9,  13.4155,  35.3769,2,  35.3730,2,    236.4,2,     3.52,2,     6.15,2,     0.05,2,     0.54,2, -999.000,9, -999.000,9, 13.3946
     318MSAVE5,  A16S,   254,  1,      6,      6,2,19890207,2103,-40.5633, -27.7567, 4309,    199.5,  12.4208,  35.2045,2,  35.2030,2,    238.5,2,     4.10,2,     7.91,2,     0.06,2,     0.64,2, -999.000,9, -999.000,9, 12.3941
     318MSAVE5,  A16S,   254,  1,      7,      7,2,19890207,2103,-40.5633, -27.7567, 4309,    250.2,  11.7280,  35.0824,2,  35.0810,2,    235.8,2,     4.69,2,     9.58,2,     0.06,2,     0.74,2, -999.000,9, -999.000,9, 11.6957
     318MSAVE5,  A16S,   254,  1,      8,      8,2,19890207,2103,-40.5633, -27.7567, 4309,    295.9,  10.9189,  34.9419,2,  34.9420,2,    233.8,2,     5.47,2,    11.82,2,     0.00,2,     0.88,2, -999.000,9, -999.000,9, 10.8824
     318MSAVE5,  A16S,   254,  1,      9,      9,2,19890207,2103,-40.5633, -27.7567, 4309,    339.9,   9.9857,  34.7959,2,  34.7980,2,    232.3,2,     6.25,2,    14.07,2,     0.00,2,     1.04,2, -999.000,9, -999.000,9,  9.9461
     318MSAVE5,  A16S,   254,  1,     10,     10,2,19890207,2103,-40.5633, -27.7567, 4309,    397.9,   8.4662,  34.5898,2,  34.5970,2,    226.3,2,     8.21,2,    18.87,2,     0.00,2,     1.31,2, -999.000,9, -999.000,9,  8.4242
     318MSAVE5,  A16S,   254,  1,     11,     11,2,19890207,2103,-40.5633, -27.7567, 4309,    502.1,   6.5356,  34.3892,2,  34.3920,2,    232.0,2,    11.54,2,    23.85,2,     0.00,2,     1.61,2, -999.000,9, -999.000,9,  6.4898
     318MSAVE5,  A16S,   254,  1,     12,     12,2,19890207,2103,-40.5633, -27.7567, 4309,    603.8,   5.1997,  34.2714,2,  34.2720,2,    247.2,2,    14.18,2,    26.01,2,     0.00,2,     1.75,2, -999.000,9, -999.000,9,  5.1505
     318MSAVE5,  A16S,   254,  1,     13,     13,2,19890207,2103,-40.5633, -27.7567, 4309,    699.2,   4.5379,  34.2340,2,  34.2400,2,    252.7,2,    17.11,2,    27.08,2,     0.00,2,     1.84,2, -999.000,9, -999.000,9,  4.4840
     318MSAVE5,  A16S,   254,  1,     14,     14,2,19890207,2103,-40.5633, -27.7567, 4309,    796.5,   4.0022,  34.2230,2,  34.2230,2,    250.1,2,    22.00,2,    28.45,2,     0.00,2,     1.92,2, -999.000,9, -999.000,9,  3.9435
     318MSAVE5,  A16S,   254,  1,     15,     15,2,19890207,2103,-40.5633, -27.7567, 4309,    895.8,   3.5515,  34.2299,2,  34.2300,2,    242.7,2,    28.06,2,    30.02,2,     0.00,2,     2.01,2, -999.000,9, -999.000,9,  3.4879
     318MSAVE5,  A16S,   254,  1,     16,     16,2,19890207,2103,-40.5633, -27.7567, 4309,    997.4,   3.1699,  34.2618,2,  34.2620,2,    229.5,2,    36.27,2,    31.78,2,     0.00,2,     2.12,2, -999.000,9, -999.000,9,  3.1013
     318MSAVE5,  A16S,   254,  1,     17,     17,2,19890207,2103,-40.5633, -27.7567, 4309,   1102.0,   2.9520,  34.3070,2,  34.3070,2,    217.7,2,    42.43,2,    32.46,2,     0.00,2,     2.20,2, -999.000,9, -999.000,9,  2.8771
     318MSAVE5,  A16S,   254,  1,     18,     18,2,19890207,2103,-40.5633, -27.7567, 4309,   1223.7,   2.8624,  34.3690,2,  34.3700,2,    202.2,2,    50.25,2,    33.53,2,     0.00,2,     2.26,2, -999.000,9, -999.000,9,  2.7788
     318MSAVE5,  A16S,   254,  1,     19,     19,2,19890207,2103,-40.5633, -27.7567, 4309,   1349.7,   2.7841,  34.4402,2,  34.4410,2,    195.1,2,    57.97,2,    34.02,2,     0.00,2,     2.29,2, -999.000,9, -999.000,9,  2.6912
     318MSAVE5,  A16S,   254,  1,     20,     20,2,19890207,2103,-40.5633, -27.7567, 4309,   1502.8,   2.7530,  34.5269,2,  34.5280,2,    183.1,2,    63.83,2,    33.82,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9,  2.6479
     318MSAVE5,  A16S,   254,  1,     21,     21,2,19890207,2103,-40.5633, -27.7567, 4309,   1649.2,   2.7708,  34.6028,2,  34.6040,2,    181.8,2,    65.69,2,    32.94,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,  2.6532
     318MSAVE5,  A16S,   254,  1,     22,     22,2,19890207,2103,-40.5633, -27.7567, 4309,   1803.4,   2.8113,  34.6698,2,  34.6710,2,    187.0,2,    63.73,2,    31.38,2,     0.00,2,     2.11,2, -999.000,9, -999.000,9,  2.6797
     318MSAVE5,  A16S,   254,  1,     23,     23,2,19890207,2103,-40.5633, -27.7567, 4309,   2003.2,   2.8521,  34.7405,2,  34.7410,2,    196.0,2,    59.82,2,    29.32,2,     0.00,2,     1.98,2, -999.000,9, -999.000,9,  2.7022
     318MSAVE5,  A16S,   254,  1,     24,     24,2,19890207,2103,-40.5633, -27.7567, 4309,   2203.4,   2.8890,  34.8022,2,  34.8030,2,    213.8,2,    55.12,2,    27.07,2,     0.00,2,     1.84,2, -999.000,9, -999.000,9,  2.7199
     318MSAVE5,  A16S,   254,  1,     25,     25,2,19890207,2103,-40.5633, -27.7567, 4309,   2400.5,   2.8508,  34.8343,2,  34.8350,2,    218.5,2,    52.68,2,    26.00,2,     0.00,2,     1.74,2, -999.000,9, -999.000,9,  2.6637
     318MSAVE5,  A16S,   254,  1,     26,     26,2,19890207,2103,-40.5633, -27.7567, 4309,   2600.5,   2.7562,  34.8476,2,  34.8490,2,    223.4,2,    52.68,2,    25.12,2,     0.00,2,     1.70,2, -999.000,9, -999.000,9,  2.5514
     318MSAVE5,  A16S,   254,  1,     27,     27,2,19890207,2103,-40.5633, -27.7567, 4309,   2802.2,   2.6383,  34.8606,2,  34.8620,2,    230.1,2,    51.31,2,    24.53,2,     0.00,2,     1.65,2, -999.000,9, -999.000,9,  2.4158
     318MSAVE5,  A16S,   254,  1,     28,     28,2,19890207,2103,-40.5633, -27.7567, 4309,   3001.2,   2.4127,  34.8501,2,  34.8540,2,    230.0,2,    56.88,2,    24.82,2,     0.00,2,     1.68,2, -999.000,9, -999.000,9,  2.1749
     318MSAVE5,  A16S,   254,  1,     29,     29,2,19890207,2103,-40.5633, -27.7567, 4309,   3199.3,   2.0448,  34.8086,2,  34.8090,2,    220.9,2,    72.22,2,    26.97,2,     0.00,2,     1.83,2, -999.000,9, -999.000,9,  1.7954
     318MSAVE5,  A16S,   254,  1,     30,     30,2,19890207,2103,-40.5633, -27.7567, 4309,   3400.8,   1.7372,  34.7813,2,  34.7820,2,    216.8,2,    84.25,2,    28.34,2,     0.00,2,     1.93,2, -999.000,9, -999.000,9,  1.4748
     318MSAVE5,  A16S,   254,  1,     31,     31,2,19890207,2103,-40.5633, -27.7567, 4309,   3600.4,   1.4081,  34.7516,2,  34.7520,2,    213.2,2,    97.64,2,    30.01,2,     0.00,2,     2.04,2, -999.000,9, -999.000,9,  1.1336
     318MSAVE5,  A16S,   254,  1,     32,     32,2,19890207,2103,-40.5633, -27.7567, 4309,   3750.8,   1.1963,  34.7355,2,  34.7370,2,    212.9,2,   104.58,2,    30.79,2,     0.00,2,     2.10,2, -999.000,9, -999.000,9,  0.9119
     318MSAVE5,  A16S,   254,  1,     33,     33,2,19890207,2103,-40.5633, -27.7567, 4309,   3898.2,   0.9807,  34.7190,2,  34.7190,2,    213.5,2,   110.84,2,    31.67,2,     0.00,2,     2.14,2, -999.000,9, -999.000,9,  0.6870
     318MSAVE5,  A16S,   254,  1,     34,     34,2,19890207,2103,-40.5633, -27.7567, 4309,   4100.5,   0.6881,  34.6974,2,  34.6980,2,    214.3,2,   119.24,2,    32.55,2,     0.00,2,     2.21,2, -999.000,9, -999.000,9,  0.3816
     318MSAVE5,  A16S,   254,  1,     35,     35,2,19890207,2103,-40.5633, -27.7567, 4309,   4249.3,   0.4905,  34.6849,2,  34.6860,2,    216.6,2,   122.57,2,    32.65,2,     0.00,2,     2.24,2, -999.000,9, -999.000,9,  0.1742
     318MSAVE5,  A16S,   254,  1,     36,     36,2,19890207,2103,-40.5633, -27.7567, 4309,   4369.2,   0.3796,  34.6786,2,  34.6780,2,   -999.0,9,   125.40,2,    33.04,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,  0.0539
     318MSAVE5,  A16S,   255,  1,      1,      1,2,19890208,0431,-41.0683, -28.0883, -999,      5.3,  16.5168,  34.9666,2,  34.9666,2,    245.7,2,     1.25,2,     0.09,2,     0.00,2,     0.18,2,    2.452,2,    1.244,2, 16.5159
     318MSAVE5,  A16S,   255,  1,      2,      2,2,19890208,0431,-41.0683, -28.0883, -999,     24.0,  16.5141,  34.9661,2,  34.9666,2,    245.7,2,     1.43,2,     0.09,2,     0.00,2,     0.17,2, -999.000,9, -999.000,9, 16.5102
     318MSAVE5,  A16S,   255,  1,      3,      3,2,19890208,0431,-41.0683, -28.0883, -999,     51.2,  14.6582,  35.1739,2,  35.1934,2,    250.5,2,     1.61,2,     1.57,2,     0.31,2,     0.32,2, -999.000,9, -999.000,9, 14.6506
     318MSAVE5,  A16S,   255,  1,     71,     71,2,19890208,0431,-41.0683, -28.0883, -999,     74.2,  14.0505,  35.4533,2,  35.4541,2,    232.5,2,     2.56,2,     5.32,2,     0.02,2,     0.48,2,    2.439,2,    1.242,2, 14.0397
     318MSAVE5,  A16S,   255,  1,      5,      5,2,19890208,0431,-41.0683, -28.0883, -999,     99.8,  13.7558,  35.4364,2,  35.4374,2,    234.4,2,     2.93,2,     5.65,2,     0.02,2,     0.51,2, -999.000,9, -999.000,9, 13.7415
     318MSAVE5,  A16S,   255,  1,      6,      6,2,19890208,0431,-41.0683, -28.0883, -999,    150.1,  13.3336,  35.3751,2,  35.3688,2,    236.5,2,     3.11,2,     6.51,2,     0.00,2,     0.57,2,    2.422,2,    1.243,2, 13.3126
     318MSAVE5,  A16S,   255,  1,      7,      7,2,19890208,0431,-41.0683, -28.0883, -999,    199.5,  12.4315,  35.2136,2,  35.2125,2,    240.7,2,     3.30,2,     7.92,2,     0.00,2,     0.67,2, -999.000,9, -999.000,9, 12.4048
     318MSAVE5,  A16S,   255,  1,      8,      8,2,19890208,0431,-41.0683, -28.0883, -999,    248.8,  11.1592,  34.9861,2,  34.9853,2,    244.3,2,     3.67,2,    10.22,2,     0.01,2,     0.82,2,    2.572,2,    1.293,2, 11.1282
     318MSAVE5,  A16S,   255,  1,      9,      9,2,19890208,0431,-41.0683, -28.0883, -999,    305.1,  10.2478,  34.8390,2,  34.8392,2,    230.2,2,     5.20,2,    13.82,2,     0.01,2,     1.01,2,    2.352,2,    1.150,2, 10.2117
     318MSAVE5,  A16S,   255,  1,     10,     10,2,19890208,0431,-41.0683, -28.0883, -999,    350.3,   8.9893,  34.6707,2,  34.6697,2,    225.2,2,     7.29,2,    17.73,2,     0.00,2,     1.25,2,    2.117,2,    1.036,2,  8.9511
     318MSAVE5,  A16S,   255,  1,     11,     11,2,19890208,0431,-41.0683, -28.0883, -999,    398.9,   7.9620,  34.5384,2,  34.5377,2,    225.8,2,     8.44,2,    20.54,2,     0.00,2,     1.42,2,    2.124,6,    1.042,6,  7.9215
     318MSAVE5,  A16S,   255,  1,     12,     12,2,19890208,0431,-41.0683, -28.0883, -999,    498.5,   5.9748,  34.3305,2,  34.3322,2,    241.1,2,    11.51,2,    24.50,2,     0.00,2,     1.67,2,    2.332,2,    1.101,2,  5.9315
     318MSAVE5,  A16S,   255,  1,     13,     13,2,19890208,0431,-41.0683, -28.0883, -999,    586.4,   4.9612,  34.2531,2,  34.2528,2,    254.0,2,    14.01,2,    26.00,2,     0.00,2,     1.76,2,    2.409,2,    1.145,2,  4.9145
     318MSAVE5,  A16S,   255,  1,     14,     14,2,19890208,0431,-41.0683, -28.0883, -999,    697.6,   4.2130,  34.2248,2,  34.2249,2,    256.1,2,    18.45,2,    27.47,2,     0.00,2,     1.86,2,    2.153,2,    1.022,2,  4.1609
     318MSAVE5,  A16S,   255,  1,     15,     15,2,19890208,0431,-41.0683, -28.0883, -999,    797.5,   3.7301,  34.2177,2,  34.2183,2,    255.2,2,    22.88,2,    28.74,2,     0.00,2,     1.94,2,    2.116,2,    1.006,2,  3.6731
     318MSAVE5,  A16S,   255,  1,     16,     16,2,19890208,0431,-41.0683, -28.0883, -999,    895.9,   3.3650,  34.2329,2,  34.2330,2,    245.2,2,    28.10,2,    30.02,2,     0.00,2,     2.04,2,    1.744,2,    0.791,2,  3.3028
     318MSAVE5,  A16S,   255,  1,     17,     17,2,19890208,0431,-41.0683, -28.0883, -999,    999.1,   3.0794,  34.2589,2,  34.2601,2,    233.9,2,    34.31,2,    31.35,2,     0.00,2,     2.12,2,    1.416,2,    0.659,2,  3.0114
     318MSAVE5,  A16S,   255,  1,     18,     18,2,19890208,0431,-41.0683, -28.0883, -999,   1095.0,   2.9153,  34.3043,2,  34.3052,2,    219.6,2,    41.87,2,    32.58,2,     0.00,2,     2.20,2, -999.000,9, -999.000,9,  2.8412
     318MSAVE5,  A16S,   255,  1,     19,     19,2,19890208,0431,-41.0683, -28.0883, -999,   1194.6,   2.8533,  34.3637,2,  34.3653,2,    205.2,2,    48.08,2,    33.44,2,     0.00,2,     2.26,2,    0.593,6,    0.262,6,  2.7721
     318MSAVE5,  A16S,   255,  1,     20,     20,2,19890208,0431,-41.0683, -28.0883, -999,   1296.8,   2.8072,  34.4155,2,  34.4163,2,    194.2,2,    53.54,2,    33.86,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,  2.7182
     318MSAVE5,  A16S,   255,  1,     21,     21,2,19890208,0431,-41.0683, -28.0883, -999,   1396.9,   2.7376,  34.4717,2,  34.4734,2,    187.0,2,    58.61,2,    34.05,2,     0.00,2,     2.28,2,    0.309,2,    0.127,2,  2.6414
     318MSAVE5,  A16S,   255,  1,     22,     22,2,19890208,0431,-41.0683, -28.0883, -999,   1598.1,   2.7654,  34.5833,2,  34.5850,2,    181.5,2,    63.11,2,    33.19,2,     0.00,2,     2.21,2,    0.123,2,    0.054,2,  2.6522
     318MSAVE5,  A16S,   255,  1,     23,     23,2,19890208,0431,-41.0683, -28.0883, -999,   1797.8,   2.8019,  34.6746,2,  34.6758,2,    186.6,2,    63.34,2,    31.34,2,     0.00,2,     2.11,2,    0.068,2,    0.029,2,  2.6710
     318MSAVE5,  A16S,   255,  1,     24,     24,2,19890208,0431,-41.0683, -28.0883, -999,   1999.6,   2.8222,  34.7409,2,  34.7416,2,    194.7,2,    61.03,2,    29.68,2,     0.00,2,     2.00,2,    0.042,2,    0.014,3,  2.6730
     318MSAVE5,  A16S,   255,  1,     25,     25,2,19890208,0431,-41.0683, -28.0883, -999,   2197.0,   2.8320,  34.7944,2,  34.7949,2,    205.8,2,    56.59,2,    27.79,2,     0.00,2,     1.87,2, -999.000,9, -999.000,9,  2.6645
     318MSAVE5,  A16S,   255,  1,     26,     26,2,19890208,0431,-41.0683, -28.0883, -999,   2395.7,   2.7524,  34.8205,2,  34.8215,2,    213.1,2,    56.06,2,    26.61,2,     0.00,2,     1.78,2,    0.012,2,    0.007,2,  2.5675
     318MSAVE5,  A16S,   255,  1,     27,     27,2,19890208,0431,-41.0683, -28.0883, -999,   2592.8,   2.6167,  34.8338,2,  34.8333,2,    220.2,2,    56.09,2,    25.85,2,     0.00,2,     1.74,2, -999.000,9, -999.000,9,  2.4153
     318MSAVE5,  A16S,   255,  1,     28,     28,2,19890208,0431,-41.0683, -28.0883, -999,   2798.7,   2.3129,  34.8060,2,  34.8065,2,    212.3,2,    67.07,2,    27.27,2,     0.00,2,     1.84,2, -999.000,9, -999.000,9,  2.0976
     318MSAVE5,  A16S,   255,  1,     29,     29,2,19890208,0431,-41.0683, -28.0883, -999,   2998.9,   2.0969,  34.8041,2,  34.8046,2,    216.3,2,    71.61,2,    26.84,2,     0.00,2,     1.84,2,    0.014,2,    0.000,2,  1.8665
     318MSAVE5,  A16S,   255,  1,     30,     30,2,19890208,0431,-41.0683, -28.0883, -999,   3200.1,   1.7627,  34.7792,2,  34.7780,2,    213.9,2,    83.42,2,    28.54,2,     0.00,2,     1.93,2, -999.000,9, -999.000,9,  1.5200
     318MSAVE5,  A16S,   255,  1,     31,     31,2,19890208,0431,-41.0683, -28.0883, -999,   3405.0,   1.4128,  34.7401,2,  34.7401,2,    206.0,2,   101.07,2,    30.86,2,     0.00,2,     2.07,2, -999.000,9, -999.000,9,  1.1581
     318MSAVE5,  A16S,   255,  1,     32,     32,2,19890208,0431,-41.0683, -28.0883, -999,   3602.9,   1.1894,  34.7242,2,  34.7244,2,    206.8,2,   106.08,2,    31.48,2,     0.00,2,     2.11,2,    0.043,2, -999.000,5,  0.9205
     318MSAVE5,  A16S,   255,  1,     33,     33,2,19890208,0431,-41.0683, -28.0883, -999,   3800.4,   0.9960,  34.7176,2,  34.7164,2,    211.2,2,   108.13,2,    31.53,2,     0.00,2,     2.14,2, -999.000,9, -999.000,9,  0.7120
     318MSAVE5,  A16S,   255,  1,     34,     34,2,19890208,0431,-41.0683, -28.0883, -999,   3999.5,   0.7236,  34.6981,2,  34.6987,2,    213.1,2,   115.36,2,    32.33,2,     0.00,2,     2.18,2,    0.043,2,    0.020,2,  0.4267
     318MSAVE5,  A16S,   255,  1,     35,     35,2,19890208,0431,-41.0683, -28.0883, -999,   4196.6,   0.5308,  34.6861,2,  34.6861,2,    215.8,2,   121.42,2,    32.71,2,     0.00,2,     2.21,2,    0.058,2,    0.018,3,  0.2188
     318MSAVE5,  A16S,   255,  1,     36,     36,2,19890208,0431,-41.0683, -28.0883, -999,   4310.8,   0.4214,  34.6805,2,  34.6804,2,    217.8,2,   124.10,2,    32.95,2,     0.00,2,     2.25,2,    0.071,6,    0.032,6,  0.1006
     318MSAVE5,  A16S,   256,  1,     25,     25,2,19890208,1417,-41.6250, -28.3700, 4380,      9.4,  15.7509,  34.6576,2,  34.6588,2,    253.0,2,     1.57,2,     0.96,2,     0.05,2,     0.26,2, -999.000,9, -999.000,9, 15.7495
     318MSAVE5,  A16S,   256,  1,     24,     24,2,19890208,1417,-41.6250, -28.3700, 4380,      9.6,  15.7514,  34.6574,2,  34.6594,2,   -999.0,9,     1.37,2,     1.05,2,     0.05,2,     0.28,2, -999.000,9, -999.000,9, 15.7499
     318MSAVE5,  A16S,   256,  1,     26,     26,2,19890208,1417,-41.6250, -28.3700, 4380,     37.1,  15.7321,  34.6707,2,  34.6722,2,    251.8,2,     0.95,2,     1.01,2,     0.05,2,     0.26,2, -999.000,9, -999.000,9, 15.7264
     318MSAVE5,  A16S,   256,  1,     27,     27,2,19890208,1417,-41.6250, -28.3700, 4380,     64.2,  13.9427,  35.0756,2,  35.0709,2,    248.1,2,     1.76,2,     3.16,2,     0.68,2,     0.41,2, -999.000,9, -999.000,9, 13.9335
     318MSAVE5,  A16S,   256,  1,     28,     28,2,19890208,1417,-41.6250, -28.3700, 4380,     93.3,  12.6805,  35.1303,2,  35.1189,2,    243.8,2,     2.76,2,     7.21,2,     0.01,2,     0.61,2, -999.000,9, -999.000,9, 12.6679
     318MSAVE5,  A16S,   256,  1,     29,     29,2,19890208,1417,-41.6250, -28.3700, 4380,    144.2,  11.8820,  35.1025,2,  35.1341,2,    245.2,2,     3.57,2,     8.36,2,     0.01,2,     0.66,2, -999.000,9, -999.000,9, 11.8633
