BOTTLE,20020821WHPSIO
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20020821
#original HYD file: a16nhy.txt   Wed Aug 21 13:33:22 2002
#original SUM file: a16nsu.txt   Wed Aug 21 13:34:13 2002
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,CTDOXY,OXYGEN,SILCAT,NITRAT,NITRIT,PHSPHT,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,THETA
,,,,,,,,,,,DBAR,IPTS-68,PSS-78,PSS-78,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,PMOL/KG,,PMOL/KG,,IPTS-68
     32OC202_1,  A16N,    35,  1,      4,      4,19880730,0735, 47.9967, -20.0100, 4347,    106.3,  11.9900,-999.0000,  35.6220,   -999.0,    245.2,     3.20,    10.10,     0.04,     0.57,    2.998,2,    1.408,2, 11.9760
     32OC202_1,  A16N,    35,  1,      5,      5,19880730,0735, 47.9967, -20.0100, 4347,    155.7,  11.6620,-999.0000,  35.5830,   -999.0,    247.8,     3.40,    10.50,     0.04,     0.58,    3.017,2,    1.410,2, 11.6420
     32OC202_1,  A16N,    35,  1,      6,      6,19880730,0735, 47.9967, -20.0100, 4347,    202.6,  11.2170,-999.0000,  35.5100,   -999.0,    245.2,     3.90,    11.50,     0.04,     0.64,    2.941,2,    1.361,2, 11.1920
     32OC202_1,  A16N,    35,  1,      7,      7,19880730,0735, 47.9967, -20.0100, 4347,    303.4,  10.8750,-999.0000,  35.4830,   -999.0,    248.7,     3.70,    11.60,     0.04,     0.64,    2.957,2,    1.381,2, 10.8380
     32OC202_1,  A16N,    35,  1,      8,      8,19880730,0735, 47.9967, -20.0100, 4347,    401.4,  10.5970,-999.0000,  35.4540,   -999.0,    251.7,     3.90,    11.80,     0.04,     0.63,    3.034,2,    1.428,2, 10.5480
     32OC202_1,  A16N,    35,  1,      9,      9,19880730,0735, 47.9967, -20.0100, 4347,    499.6,  10.4330,-999.0000,  35.4350,   -999.0,    256.9,     3.70,    11.70,     0.04,     0.62,    3.150,2,    1.463,2, 10.3720
     32OC202_1,  A16N,    35,  1,     10,     10,19880730,0735, 47.9967, -20.0100, 4347,    598.2,  10.1850,-999.0000,  35.4070,   -999.0,    244.8,     4.80,    13.10,     0.04,     0.71,    2.841,2,    1.283,2, 10.1130
     32OC202_1,  A16N,    35,  1,     11,     11,19880730,0735, 47.9967, -20.0100, 4347,    801.2,   9.1090,-999.0000,  35.3360,   -999.0,    202.1,     8.70,    17.70,     0.03,     1.03,    1.560,2,    0.676,2,  9.0180
     32OC202_1,  A16N,    35,  1,     12,     12,19880730,0735, 47.9967, -20.0100, 4347,   1004.8,   7.5220,-999.0000,  35.3110,   -999.0,    205.6,    10.60,    19.10,     0.03,     1.10,    1.173,2,    0.743,4,  7.4190
     32OC202_1,  A16N,    35,  1,     13,     13,19880730,0735, 47.9967, -20.0100, 4347,   1210.2,   5.9510,-999.0000,  35.1820,   -999.0,    230.7,    10.90,    18.90,     0.03,     1.10,    1.069,2,    0.459,2,  5.8380
     32OC202_1,  A16N,    35,  1,     14,     14,19880730,0735, 47.9967, -20.0100, 4347,   1511.4,   4.1820,-999.0000,  34.9510,   -999.0,    264.2,    10.70,    18.30,     0.03,     1.07,    1.393,2,    0.680,2,  4.0590
     32OC202_1,  A16N,    35,  1,     15,     15,19880730,0735, 47.9967, -20.0100, 4347,   1813.1,   3.7120,-999.0000,  34.9110,   -999.0,    275.5,    10.80,    18.00,     0.03,     1.03,    1.233,2,    0.529,2,  3.5670
     32OC202_1,  A16N,    35,  1,     16,     16,19880730,0735, 47.9967, -20.0100, 4347,   2117.1,   3.5750,-999.0000,  34.9320,   -999.0,    273.3,    12.20,    17.90,     0.03,     1.03,    0.784,2,    0.313,2,  3.4030
     32OC202_1,  A16N,    35,  1,     17,     17,19880730,0735, 47.9967, -20.0100, 4347,   2421.4,   3.3600,-999.0000,  34.9520,   -999.0,    269.0,    15.70,    18.20,     0.03,     1.06,    0.418,2,    0.189,2,  3.1610
     32OC202_1,  A16N,    35,  1,     18,     18,19880730,0735, 47.9967, -20.0100, 4347,   2725.7,   3.1000,-999.0000,  34.9550,   -999.0,    262.4,    21.80,    18.70,     0.01,     1.09,    0.316,2,    0.118,2,  2.8760
     32OC202_1,  A16N,    35,  1,     19,     19,19880730,0735, 47.9967, -20.0100, 4347,   3030.7,   2.8970,-999.0000,  34.9470,   -999.0,    255.9,    28.00,    19.70,     0.01,     1.13,    0.246,2,    0.087,2,  2.6450
     32OC202_1,  A16N,    35,  1,     20,     20,19880730,0735, 47.9967, -20.0100, 4347,   3337.8,   2.7260,-999.0000,  34.9380,   -999.0,    250.7,    34.00,    20.70,     0.01,     1.24,    0.252,3,    0.058,2,  2.4460
     32OC202_1,  A16N,    35,  1,     21,     21,19880730,0735, 47.9967, -20.0100, 4347,   3644.7,   2.6280,-999.0000,  34.9230,   -999.0,    246.8,    38.30,    21.20,     0.01,     1.29,    0.127,2,    0.043,2,  2.3170
     32OC202_1,  A16N,    35,  1,     22,     22,19880730,0735, 47.9967, -20.0100, 4347,   3950.7,   2.5750,-999.0000,  34.9130,   -999.0,    244.2,    41.70,    21.70,     0.01,     1.28,    0.100,6,    0.025,6,  2.2310
     32OC202_1,  A16N,    35,  1,     23,     23,19880730,0735, 47.9967, -20.0100, 4347,   4259.4,   2.5450,-999.0000,  34.9060,   -999.0,    242.0,    43.90,    22.00,     0.00,     1.35,    0.049,6,    0.034,6,  2.1650
     32OC202_1,  A16N,    35,  1,     24,     24,19880730,0735, 47.9967, -20.0100, 4347,   4424.0,   2.5520,-999.0000,  34.9070,   -999.0,    242.4,    44.70,    22.20,     0.02,     1.34,    0.273,4,    0.023,2,  2.1530
     32OC202_1,  A16N,    35,  1,     99,   -999,19880730,0735, 47.9967, -20.0100, 4347,   4425.4,   2.5520,  34.9050,-999.0000,   -999.0,   -999.0,  -999.00,  -999.00,  -999.00,  -999.00, -999.000,9, -999.000,9,  2.1520
     32OC202_1,  A16N,    36,  1,      1,      1,19880730,1218, 47.4867, -20.0233, 4551,     12.4,  15.3030,-999.0000,  35.5500,   -999.0,    258.5,     0.00,     0.10,     0.02,     0.14, -999.000,9, -999.000,9, 15.3010
     32OC202_1,  A16N,    36,  1,      2,      2,19880730,1218, 47.4867, -20.0233, 4551,     37.5,  15.1400,-999.0000,  35.5460,   -999.0,    255.4,     0.00,     0.10,     0.03,     0.15, -999.000,9, -999.000,9, 15.1340
     32OC202_1,  A16N,    36,  1,      3,      3,19880730,1218, 47.4867, -20.0233, 4551,     67.8,  12.6130,-999.0000,  35.5930,   -999.0,    248.3,     1.10,     5.80,     0.96,     0.41, -999.000,9, -999.000,9, 12.6040
     32OC202_1,  A16N,    36,  1,      4,      4,19880730,1218, 47.4867, -20.0233, 4551,    108.0,  12.1400,-999.0000,  35.6170,   -999.0,    246.1,     2.90,     8.80,     0.03,     0.52, -999.000,9, -999.000,9, 12.1260
     32OC202_1,  A16N,    36,  1,      5,      5,19880730,1218, 47.4867, -20.0233, 4551,    158.4,  11.7010,-999.0000,  35.5820,   -999.0,    246.1,     3.50,     9.90,     0.02,     0.60, -999.000,9, -999.000,9, 11.6810
     32OC202_1,  A16N,    36,  1,      6,      6,19880730,1218, 47.4867, -20.0233, 4551,    208.3,  11.3050,-999.0000,  35.5270,   -999.0,    245.2,     3.80,    10.60,     0.00,     0.63, -999.000,9, -999.000,9, 11.2790
     32OC202_1,  A16N,    36,  1,      7,      7,19880730,1218, 47.4867, -20.0233, 4551,    304.2,  10.9010,-999.0000,  35.4870,   -999.0,    249.1,     3.80,    10.70,     0.03,     0.64, -999.000,9, -999.000,9, 10.8630
     32OC202_1,  A16N,    36,  1,      8,      8,19880730,1218, 47.4867, -20.0233, 4551,    408.8,  10.3890,-999.0000,  35.4110,   -999.0,    236.5,     5.20,    12.70,     0.02,     0.73, -999.000,9, -999.000,9, 10.3400
     32OC202_1,  A16N,    36,  1,      9,      9,19880730,1218, 47.4867, -20.0233, 4551,    610.3,   9.4710,-999.0000,  35.3490,   -999.0,    217.4,     7.20,    15.20,     0.00,     0.93, -999.000,9, -999.000,9,  9.4010
     32OC202_1,  A16N,    36,  1,     10,     10,19880730,1218, 47.4867, -20.0233, 4551,    812.7,   8.1560,-999.0000,  35.3130,   -999.0,    197.3,    10.20,    18.20,     0.00,     1.08, -999.000,9, -999.000,9,  8.0700
     32OC202_1,  A16N,    36,  1,     11,     11,19880730,1218, 47.4867, -20.0233, 4551,   1014.7,   6.6550,-999.0000,  35.2340,   -999.0,    216.8,    10.90,    18.40,     0.00,     1.11, -999.000,9, -999.000,9,  6.5560
     32OC202_1,  A16N,    36,  1,     12,     12,19880730,1218, 47.4867, -20.0233, 4551,   1217.2,   5.4020,-999.0000,  35.0990,   -999.0,    238.6,    10.90,    18.20,     0.00,     1.09, -999.000,9, -999.000,9,  5.2940
     32OC202_1,  A16N,    36,  1,     13,     13,19880730,1218, 47.4867, -20.0233, 4551,   1419.5,   4.3610,-999.0000,  34.9760,   -999.0,    260.7,    10.70,    17.30,     0.00,     1.08, -999.000,9, -999.000,9,  4.2440
     32OC202_1,  A16N,    36,  1,     14,     14,19880730,1218, 47.4867, -20.0233, 4551,   1722.8,   3.9010,-999.0000,  34.9450,   -999.0,    269.8,    11.40,    17.30,     0.00,     1.04, -999.000,9, -999.000,9,  3.7620
     32OC202_1,  A16N,    36,  1,     15,     15,19880730,1218, 47.4867, -20.0233, 4551,   2026.6,   3.5900,-999.0000,  34.9310,   -999.0,    273.3,    11.80,    16.80,     0.00,     1.07, -999.000,9, -999.000,9,  3.4260
     32OC202_1,  A16N,    36,  1,     16,     16,19880730,1218, 47.4867, -20.0233, 4551,   2331.0,   3.3910,-999.0000,  34.9510,   -999.0,    269.0,    15.00,    16.80,     0.00,     1.07, -999.000,9, -999.000,9,  3.2010
     32OC202_1,  A16N,    36,  1,     17,     17,19880730,1218, 47.4867, -20.0233, 4551,   2635.9,   3.1180,-999.0000,  34.9570,   -999.0,    260.7,    22.40,    17.90,     0.00,  -999.00, -999.000,9, -999.000,9,  2.9020
     32OC202_1,  A16N,    36,  1,     18,     18,19880730,1218, 47.4867, -20.0233, 4551,   2940.2,   2.8990,-999.0000,  34.9490,   -999.0,    255.0,    28.40,    19.00,     0.00,  -999.00, -999.000,9, -999.000,9,  2.6570
     32OC202_1,  A16N,    36,  1,     19,     19,19880730,1218, 47.4867, -20.0233, 4551,   3242.6,   2.7200,-999.0000,  34.9350,   -999.0,    249.8,    34.00,    19.40,     0.00,  -999.00, -999.000,9, -999.000,9,  2.4500
     32OC202_1,  A16N,    36,  1,     20,     20,19880730,1218, 47.4867, -20.0233, 4551,   3550.2,   2.6080,-999.0000,  34.9210,   -999.0,    245.9,    38.80,    20.20,     0.00,  -999.00, -999.000,9, -999.000,9,  2.3080
     32OC202_1,  A16N,    36,  1,     21,     21,19880730,1218, 47.4867, -20.0233, 4551,   3855.2,   2.5640,-999.0000,  34.9120,   -999.0,    243.7,    41.70,    20.60,     0.00,  -999.00, -999.000,9, -999.000,9,  2.2310
     32OC202_1,  A16N,    36,  1,     22,     22,19880730,1218, 47.4867, -20.0233, 4551,   4161.8,   2.5510,-999.0000,  34.9080,   -999.0,    241.6,    43.50,    21.00,     0.00,  -999.00,    0.079,6,    0.016,6,  2.1830
     32OC202_1,  A16N,    36,  1,     23,     23,19880730,1218, 47.4867, -20.0233, 4551,   4468.9,   2.5660,-999.0000,  34.9060,   -999.0,    240.7,    44.20,    21.00,     0.00,  -999.00,    0.061,2,    0.018,6,  2.1610
     32OC202_1,  A16N,    36,  1,     24,     24,19880730,1218, 47.4867, -20.0233, 4551,   4623.7,   2.5740,-999.0000,  34.9060,   -999.0,    239.4,    44.40,    21.10,     0.00,  -999.00,    0.021,6,    0.022,6,  2.1500
     32OC202_1,  A16N,    36,  1,     99,   -999,19880730,1218, 47.4867, -20.0233, 4551,   4624.6,   2.5740,  34.9060,-999.0000,   -999.0,   -999.0,  -999.00,  -999.00,  -999.00,  -999.00, -999.000,9, -999.000,9,  2.1490
     32OC202_1,  A16N,    37,  1,      1,      1,19880730,1712, 46.9883, -19.9900, 4494,      4.2,  16.6410,-999.0000,  35.6880,   -999.0,    248.1,     0.10,     0.00,     0.00,     0.09, -999.000,9, -999.000,9, 16.6400
     32OC202_1,  A16N,    37,  1,      2,      2,19880730,1712, 46.9883, -19.9900, 4494,     38.6,  14.2790,-999.0000,  35.6800,   -999.0,    240.1,     0.40,     1.80,     0.51,     0.21, -999.000,9, -999.000,9, 14.2730
     32OC202_1,  A16N,    37,  1,      3,      3,19880730,1712, 46.9883, -19.9900, 4494,     68.5,  12.9120,-999.0000,  35.6870,   -999.0,    246.1,     1.50,     7.00,     0.02,     0.41, -999.000,9, -999.000,9, 12.9030
     32OC202_1,  A16N,    37,  1,      4,      4,19880730,1712, 46.9883, -19.9900, 4494,    108.8,  12.5990,-999.0000,  35.6870,   -999.0,    242.2,     2.60,     8.50,     0.01,     0.51, -999.000,9, -999.000,9, 12.5840
     32OC202_1,  A16N,    37,  1,      5,      5,19880730,1712, 46.9883, -19.9900, 4494,    209.6,  11.8720,-999.0000,  35.6030,   -999.0,    242.2,     3.50,  -999.00,     0.01,     0.57, -999.000,9, -999.000,9, 11.8450
     32OC202_1,  A16N,    37,  1,      6,      6,19880730,1712, 46.9883, -19.9900, 4494,    310.3,  11.3210,-999.0000,  35.5210,   -999.0,    237.4,     3.80,    11.10,     0.01,     0.64, -999.000,9, -999.000,9, 11.2820
     32OC202_1,  A16N,    37,  1,      7,      7,19880730,1712, 46.9883, -19.9900, 4494,    411.3,  10.9060,-999.0000,  35.4630,   -999.0,    231.3,     4.50,    12.10,     0.01,     0.68, -999.000,9, -999.000,9, 10.8550
     32OC202_1,  A16N,    37,  1,      8,      8,19880730,1712, 46.9883, -19.9900, 4494,    512.3,  10.4350,-999.0000,  35.4090,   -999.0,    224.8,     5.40,    13.60,     0.01,     0.80, -999.000,9, -999.000,9, 10.3730
     32OC202_1,  A16N,    37,  1,      9,      9,19880730,1712, 46.9883, -19.9900, 4494,    613.2,   9.7190,-999.0000,  35.3260,   -999.0,    216.5,     6.80,    15.30,     0.01,     0.92, -999.000,9, -999.000,9,  9.6470
     32OC202_1,  A16N,    37,  1,     10,     10,19880730,1712, 46.9883, -19.9900, 4494,    714.0,   9.2490,-999.0000,  35.3470,   -999.0,    196.5,     8.50,    17.40,     0.01,     1.03, -999.000,9, -999.000,9,  9.1680
     32OC202_1,  A16N,    37,  1,     11,     11,19880730,1712, 46.9883, -19.9900, 4494,    915.8,   6.9650,-999.0000,  35.1830,   -999.0,    208.2,    10.80,    19.00,     0.01,     1.12, -999.000,9, -999.000,9,  6.8740
     32OC202_1,  A16N,    37,  1,     12,     12,19880730,1712, 46.9883, -19.9900, 4494,   1118.1,   6.0220,-999.0000,  35.1720,   -999.0,    228.1,    10.80,    18.30,     0.01,     1.09, -999.000,9, -999.000,9,  5.9180
     32OC202_1,  A16N,    37,  1,     13,     13,19880730,1712, 46.9883, -19.9900, 4494,   1320.1,   4.7840,-999.0000,  35.0340,   -999.0,    250.7,    10.70,    18.00,     0.01,     1.07, -999.000,9, -999.000,9,  4.6720
     32OC202_1,  A16N,    37,  1,     14,     14,19880730,1712, 46.9883, -19.9900, 4494,   1522.7,   4.2070,-999.0000,  34.9710,   -999.0,    263.8,    10.70,    17.60,     0.01,     1.06, -999.000,9, -999.000,9,  4.0820
     32OC202_1,  A16N,    37,  1,     15,     15,19880730,1712, 46.9883, -19.9900, 4494,   1724.2,   3.8960,-999.0000,  34.9440,   -999.0,    270.3,    10.90,    17.40,     0.01,     1.06, -999.000,9, -999.000,9,  3.7560
     32OC202_1,  A16N,    37,  1,     16,     16,19880730,1712, 46.9883, -19.9900, 4494,   1926.8,   3.7360,-999.0000,  34.9400,   -999.0,    272.0,    11.50,    17.20,     0.01,     1.05, -999.000,9, -999.000,9,  3.5800
     32OC202_1,  A16N,    37,  1,     17,     17,19880730,1712, 46.9883, -19.9900, 4494,   2229.6,   3.5730,-999.0000,  34.9620,   -999.0,    267.7,    14.50,    17.60,     0.01,     1.07, -999.000,9, -999.000,9,  3.3900
     32OC202_1,  A16N,    37,  1,     18,     18,19880730,1712, 46.9883, -19.9900, 4494,   2530.5,   3.2440,-999.0000,  34.9600,   -999.0,    264.2,    19.10,    18.00,     0.00,     1.09, -999.000,9, -999.000,9,  3.0370
     32OC202_1,  A16N,    37,  1,     19,     19,19880730,1712, 46.9883, -19.9900, 4494,   2831.3,   2.9780,-999.0000,  34.9530,   -999.0,    257.6,    25.90,    19.00,     0.00,     1.17, -999.000,9, -999.000,9,  2.7450
     32OC202_1,  A16N,    37,  1,     20,     20,19880730,1712, 46.9883, -19.9900, 4494,   3131.8,   2.7970,-999.0000,  34.9420,   -999.0,    252.9,    31.00,    19.60,     0.00,     1.22, -999.000,9, -999.000,9,  2.5370
     32OC202_1,  A16N,    37,  1,     21,     21,19880730,1712, 46.9883, -19.9900, 4494,   3534.9,   2.6180,-999.0000,  34.9240,   -999.0,    246.3,    38.50,    20.90,     0.00,     1.31, -999.000,9, -999.000,9,  2.3190
     32OC202_1,  A16N,    37,  1,     22,     22,19880730,1712, 46.9883, -19.9900, 4494,   3939.3,   2.5550,-999.0000,  34.9140,   -999.0,    243.3,    42.20,    21.50,     0.00,     1.36,    0.087,2,    0.023,6,  2.2120
     32OC202_1,  A16N,    37,  1,     23,     23,19880730,1712, 46.9883, -19.9900, 4494,   4348.3,   2.5530,-999.0000,  34.9110,   -999.0,    241.6,    44.10,    21.80,     0.01,     1.36,    0.092,6,    0.016,6,  2.1630
     32OC202_1,  A16N,    37,  1,     24,     24,19880730,1712, 46.9883, -19.9900, 4494,   4601.1,   2.5660,-999.0000,  34.9080,   -999.0,    241.1,    44.70,    21.90,     0.01,     1.39,    0.060,6,    0.021,6,  2.1450
     32OC202_1,  A16N,    37,  1,     99,   -999,19880730,1712, 46.9883, -19.9900, 4494,   4602.6,   2.5660,  34.9050,-999.0000,   -999.0,   -999.0,  -999.00,  -999.00,  -999.00,  -999.00, -999.000,9, -999.000,9,  2.1440
     32OC202_1,  A16N,    38,  1,      1,      1,19880730,2223, 46.4900, -19.9733, 4854,      4.3,  16.8430,-999.0000,  35.7270,   -999.0,    247.6,     0.50,     0.00,     0.01,     0.13,    2.731,2,    1.312,2, 16.8420
     32OC202_1,  A16N,    38,  1,      2,      2,19880730,2223, 46.4900, -19.9733, 4854,     57.4,  13.1200,-999.0000,  35.7070,   -999.0,    241.8,     2.00,     6.10,     0.01,     0.41,    3.042,2,    1.510,2, 13.1120
     32OC202_1,  A16N,    38,  1,      3,      3,19880730,2223, 46.4900, -19.9733, 4854,    108.8,  12.7840,-999.0000,  35.7060,   -999.0,    244.4,     2.40,     7.20,     0.01,     0.45,    3.059,2,    1.430,2, 12.7690
     32OC202_1,  A16N,    38,  1,      4,      4,19880730,2223, 46.4900, -19.9733, 4854,    208.9,  12.2410,-999.0000,  35.6630,   -999.0,    245.2,     3.00,     8.80,     0.01,     0.56,    2.866,2,    1.361,2, 12.2130
     32OC202_1,  A16N,    38,  1,      5,      5,19880730,2223, 46.4900, -19.9733, 4854,    309.6,  11.7220,-999.0000,  35.5820,   -999.0,    239.1,     3.70,    10.10,     0.01,     0.63,    2.662,2,    1.261,2, 11.6820
     32OC202_1,  A16N,    38,  1,      6,      6,19880730,2223, 46.4900, -19.9733, 4854,    409.2,  11.2620,-999.0000,  35.5110,   -999.0,    240.4,     4.10,    10.80,     0.01,     0.68,    2.730,2,    1.264,2, 11.2100
     32OC202_1,  A16N,    38,  1,      7,      7,19880730,2223, 46.4900, -19.9733, 4854,    503.2,  10.8890,-999.0000,  35.4690,   -999.0,    234.3,     4.60,    11.70,     0.01,     0.71,    2.572,2,    1.196,2, 10.8260
     32OC202_1,  A16N,    38,  1,      8,      8,19880730,2223, 46.4900, -19.9733, 4854,    602.9,  10.4150,-999.0000,  35.4000,   -999.0,    233.9,     5.40,    12.60,     0.00,     0.79,    2.503,2,    1.136,2, 10.3420
     32OC202_1,  A16N,    38,  1,      9,      9,19880730,2223, 46.4900, -19.9733, 4854,    705.0,   9.8380,-999.0000,  35.3550,   -999.0,    209.5,     7.20,    15.30,     0.00,     0.94,    1.827,2,    0.832,2,  9.7550
     32OC202_1,  A16N,    38,  1,     10,     10,19880730,2223, 46.4900, -19.9733, 4854,    804.8,   9.0870,-999.0000,  35.3040,   -999.0,    198.7,     8.90,    16.90,     0.00,     1.05,    1.439,2,    0.651,2,  8.9960
     32OC202_1,  A16N,    38,  1,     11,     11,19880730,2223, 46.4900, -19.9733, 4854,    898.1,   8.4010,-999.0000,  35.3100,   -999.0,    196.5,    10.00,    17.80,     0.00,     1.11,    1.199,2,    0.526,2,  8.3030
     32OC202_1,  A16N,    38,  1,     12,     12,19880730,2223, 46.4900, -19.9733, 4854,    986.0,   8.1260,-999.0000,  35.4000,   -999.0,    199.0,    10.30,    17.50,     0.00,     1.08,    1.034,2,    0.451,2,  8.0200
     32OC202_1,  A16N,    38,  1,     13,     13,19880730,2223, 46.4900, -19.9733, 4854,   1171.1,   6.0330,-999.0000,  35.1640,   -999.0,    228.1,    10.70,    17.60,     0.00,     1.10,    1.131,2,    0.496,2,  5.9230
     32OC202_1,  A16N,    38,  1,     14,     14,19880730,2223, 46.4900, -19.9733, 4854,   1355.0,   4.7950,-999.0000,  35.0330,   -999.0,    250.3,    10.70,    17.40,     0.00,     1.08, -999.000,9, -999.000,9,  4.6790
     32OC202_1,  A16N,    38,  1,     15,     15,19880730,2223, 46.4900, -19.9733, 4854,   1559.7,   4.2160,-999.0000,  34.9590,   -999.0,    263.8,    10.70,    17.10,     0.00,     1.06,    1.254,2,    0.582,2,  4.0880
     32OC202_1,  A16N,    38,  1,     16,     16,19880730,2223, 46.4900, -19.9733, 4854,   1855.9,   3.7370,-999.0000,  34.9150,   -999.0,    274.2,    10.70,    16.70,     0.00,     1.05,    1.204,2,    0.523,2,  3.5870
     32OC202_1,  A16N,    38,  1,     17,     17,19880730,2223, 46.4900, -19.9733, 4854,   2146.1,   3.6060,-999.0000,  34.9230,   -999.0,    274.2,    11.50,    16.70,     0.00,     1.06, -999.000,9, -999.000,9,  3.4300
     32OC202_1,  A16N,    38,  1,     18,     18,19880730,2223, 46.4900, -19.9733, 4854,   2445.5,   3.4640,-999.0000,  34.9430,   -999.0,    271.1,    13.40,    16.80,     0.00,     1.08,    0.533,2,    0.241,2,  3.2610
     32OC202_1,  A16N,    38,  1,     19,     19,19880730,2223, 46.4900, -19.9733, 4854,   2846.1,   3.1320,-999.0000,  34.9560,   -999.0,    263.3,    20.90,    18.00,     0.00,     1.15,    0.296,2,    0.125,2,  2.8950
     32OC202_1,  A16N,    38,  1,     20,     20,19880730,2223, 46.4900, -19.9733, 4854,   3253.9,   2.8520,-999.0000,  34.9440,   -999.0,    254.2,    29.80,    19.30,     0.00,     1.23,    0.220,3,    0.058,2,  2.5780
     32OC202_1,  A16N,    38,  1,     21,     21,19880730,2223, 46.4900, -19.9733, 4854,   3668.0,   2.6550,-999.0000,  34.9240,   -999.0,    246.3,    37.60,    20.80,     0.00,     1.31,    0.168,2,    0.024,7,  2.3400
     32OC202_1,  A16N,    38,  1,     22,     22,19880730,2223, 46.4900, -19.9733, 4854,   4081.1,   2.5920,-999.0000,  34.9150,   -999.0,    242.4,    41.60,    21.20,     0.00,     1.37,    0.087,2,    0.021,2,  2.2320
     32OC202_1,  A16N,    38,  1,     23,     23,19880730,2223, 46.4900, -19.9733, 4854,   4502.1,   2.5990,-999.0000,  34.9100,   -999.0,    241.1,    43.40,    21.50,     0.00,     1.38,    0.017,3,    0.049,6,  2.1890
     32OC202_1,  A16N,    38,  1,     24,     24,19880730,2223, 46.4900, -19.9733, 4854,   4932.6,   2.6320,-999.0000,  34.9070,   -999.0,    239.4,    44.00,    21.50,     0.00,     1.38,    0.090,2,    0.024,2,  2.1670
     32OC202_1,  A16N,    38,  1,     99,   -999,19880730,2223, 46.4900, -19.9733, 4854,   4933.3,   2.6320,  34.9090,-999.0000,   -999.0,   -999.0,  -999.00,  -999.00,  -999.00,  -999.00, -999.000,9, -999.000,9,  2.1660
     32OC202_1,  A16N,    39,  1,      1,      1,19880731,0541, 45.9800, -20.0033, 4843,     11.5,  16.3930,-999.0000,  35.6750,   -999.0,    248.9,     0.20,  -999.00,     0.02,     0.11, -999.000,9, -999.000,9, 16.3910
     32OC202_1,  A16N,    39,  1,      2,      2,19880731,0541, 45.9800, -20.0033, 4843,     57.6,  13.7460,-999.0000,  35.7830,   -999.0,    239.6,     1.60,  -999.00,     0.06,     0.34, -999.000,9, -999.000,9, 13.7380
     32OC202_1,  A16N,    39,  1,      3,      3,19880731,0541, 45.9800, -20.0033, 4843,    104.6,  13.0780,-999.0000,  35.7480,   -999.0,    240.9,     2.00,  -999.00,     0.02,     0.43, -999.000,9, -999.000,9, 13.0630
     32OC202_1,  A16N,    39,  1,      4,      4,19880731,0541, 45.9800, -20.0033, 4843,    199.4,  12.3270,-999.0000,  35.6640,   -999.0,    237.0,     3.20,  -999.00,     0.00,     0.54, -999.000,9, -999.000,9, 12.3000
     32OC202_1,  A16N,    39,  1,      5,      5,19880731,0541, 45.9800, -20.0033, 4843,    293.1,  11.7870,-999.0000,  35.5930,   -999.0,    245.2,     3.50,  -999.00,     0.00,     0.58, -999.000,9, -999.000,9, 11.7490
     32OC202_1,  A16N,    39,  1,      6,      6,19880731,0541, 45.9800, -20.0033, 4843,    385.9,  11.4080,-999.0000,  35.5330,   -999.0,    243.0,     4.00,  -999.00,     0.00,     0.63, -999.000,9, -999.000,9, 11.3590
     32OC202_1,  A16N,    39,  1,      7,      7,19880731,0541, 45.9800, -20.0033, 4843,    479.9,  11.0460,-999.0000,  35.4820,   -999.0,    238.7,     4.30,  -999.00,     0.00,     0.68, -999.000,9, -999.000,9, 10.9860
     32OC202_1,  A16N,    39,  1,      8,      8,19880731,0541, 45.9800, -20.0033, 4843,    573.8,  10.5760,-999.0000,  35.4190,   -999.0,    236.9,     4.90,  -999.00,     0.00,     0.73, -999.000,9, -999.000,9, 10.5060
     32OC202_1,  A16N,    39,  1,      9,      9,19880731,0541, 45.9800, -20.0033, 4843,    665.5,  10.1410,-999.0000,  35.3790,   -999.0,    226.9,     4.90,  -999.00,     0.00,     0.81, -999.000,9, -999.000,9, 10.0610
     32OC202_1,  A16N,    39,  1,     10,     10,19880731,0541, 45.9800, -20.0033, 4843,    752.9,   9.5870,-999.0000,  35.3350,   -999.0,    217.8,     6.90,  -999.00,     0.00,     0.91, -999.000,9, -999.000,9,  9.4990
     32OC202_1,  A16N,    39,  1,     11,     11,19880731,0541, 45.9800, -20.0033, 4843,    839.7,   8.9700,  35.3180,-999.0000,   -999.0,    199.1,     8.80,  -999.00,     0.00,     1.04, -999.000,9, -999.000,9,  8.8750
     32OC202_1,  A16N,    39,  1,     12,     12,19880731,0541, 45.9800, -20.0033, 4843,    927.2,   8.5270,-999.0000,  35.3590,   -999.0,    194.7,     9.70,  -999.00,     0.00,     1.10, -999.000,9, -999.000,9,  8.4250
     32OC202_1,  A16N,    39,  1,     13,     13,19880731,0541, 45.9800, -20.0033, 4843,   1103.0,   7.1840,-999.0000,  35.3020,   -999.0,    209.0,    10.50,  -999.00,     0.00,     1.08, -999.000,9, -999.000,9,  7.0720
